trial_number,objective_value,is_best,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_jobs,param_random_state,cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0,0.4759816309803436,True,True,balanced_subsample,entropy,15,0.5,0.6136175405321111,16,14,800,-1,73,0.5908683466153468,0.0425571842830734,0.4775219515291066,0.0560191485765383,0.4759903606307868,0.049597208505204,0.4759816309803436,0.0496181125008867,0.590548153828287,0.0414918181122928,0.5954305856937763,0.0473120976188521
