trial_number,fold,train_row_count,filtered_train_row_count,validation_row_count,selected_feature_count,accuracy,precision,recall,f1,f1_weighted,roc_auc,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_jobs,param_random_state
6,1,2227,1826,557,24,0.6624775583482945,0.5694444444444444,0.5642201834862385,0.5668202764976958,0.662196213401675,0.6887634976049363,True,balanced,log_loss,15.0,sqrt,0.983309789719579,19,7,300,-1,73
6,2,2227,1826,557,3,0.5816876122082585,0.4636363636363636,0.4700460829493088,0.4668192219679634,0.5821966301856897,0.5872119815668203,True,balanced,log_loss,15.0,sqrt,0.983309789719579,19,7,300,-1,73
6,3,2227,1802,557,15,0.5763016157989228,0.4588744588744589,0.488479262672811,0.4732142857142857,0.5784686167316329,0.591040932502033,True,balanced,log_loss,15.0,sqrt,0.983309789719579,19,7,300,-1,73
6,4,2227,1828,557,8,0.526032315978456,0.4056224899598393,0.4654377880184331,0.4334763948497854,0.5306029787502421,0.5366901599349416,True,balanced,log_loss,15.0,sqrt,0.983309789719579,19,7,300,-1,73
6,5,2228,1818,556,17,0.5755395683453237,0.4532019704433497,0.423963133640553,0.4380952380952381,0.5727589027044261,0.5697973165857836,True,balanced,log_loss,15.0,sqrt,0.983309789719579,19,7,300,-1,73
7,1,2227,1826,557,24,0.6552962298025135,0.6710526315789473,0.2339449541284403,0.3469387755102041,0.6018977438153086,0.6728640632188574,True,,gini,5.0,0.5,0.6690941637543012,17,6,300,-1,73
7,2,2227,1826,557,3,0.6427289048473968,0.7142857142857143,0.1382488479262673,0.2316602316602316,0.5585920419143512,0.5885063702900515,True,,gini,5.0,0.5,0.6690941637543012,17,6,300,-1,73
7,3,2227,1802,557,15,0.6229802513464991,0.5555555555555556,0.1612903225806451,0.25,0.5541085982201672,0.5869883437245866,True,,gini,5.0,0.5,0.6690941637543012,17,6,300,-1,73
7,4,2227,1828,557,8,0.6247755834829444,0.5869565217391305,0.1244239631336405,0.2053231939163498,0.5404907907498213,0.5484548658172947,True,,gini,5.0,0.5,0.6690941637543012,17,6,300,-1,73
7,5,2228,1818,556,17,0.5989208633093526,0.425,0.0783410138248847,0.1322957198443579,0.5023212722060729,0.574568737000938,True,,gini,5.0,0.5,0.6690941637543012,17,6,300,-1,73
8,1,2227,1826,557,24,0.651705565529623,0.7,0.1926605504587156,0.302158273381295,0.585642799788671,0.6652729290140997,True,,log_loss,5.0,0.3,0.9716890405053964,4,34,600,-1,73
8,2,2227,1826,557,3,0.6319569120287253,0.6764705882352942,0.1059907834101382,0.1832669322709163,0.5368117598900474,0.5843114665220926,True,,log_loss,5.0,0.3,0.9716890405053964,4,34,600,-1,73
8,3,2227,1802,557,15,0.6193895870736086,0.5471698113207547,0.1336405529953917,0.2148148148148148,0.5407755318005728,0.5950799674708593,True,,log_loss,5.0,0.3,0.9716890405053964,4,34,600,-1,73
8,4,2227,1828,557,8,0.6050269299820467,0.4693877551020408,0.1059907834101382,0.1729323308270676,0.5194232829796451,0.5342640281919219,True,,log_loss,5.0,0.3,0.9716890405053964,4,34,600,-1,73
8,5,2228,1818,556,17,0.6079136690647482,0.4857142857142857,0.0783410138248847,0.1349206349206349,0.5078151432342498,0.5864633035629325,True,,log_loss,5.0,0.3,0.9716890405053964,4,34,600,-1,73
9,1,2227,1826,557,24,0.6732495511669659,0.5927835051546392,0.5275229357798165,0.558252427184466,0.6693180255607265,0.6911720927715082,True,balanced_subsample,gini,30.0,0.7,0.6382754661846893,2,24,700,-1,73
9,2,2227,1826,557,3,0.5816876122082585,0.4622641509433962,0.4516129032258064,0.4568764568764569,0.5807765818773695,0.5694700460829494,True,balanced_subsample,gini,30.0,0.7,0.6382754661846893,2,24,700,-1,73
9,3,2227,1802,557,15,0.5834829443447038,0.4615384615384615,0.4147465437788018,0.4368932038834951,0.5788889638744095,0.5839522905936568,True,balanced_subsample,gini,30.0,0.7,0.6382754661846893,2,24,700,-1,73
9,4,2227,1828,557,8,0.5547576301615799,0.4228855721393035,0.391705069124424,0.4066985645933014,0.5513539734818493,0.5301436703713743,True,balanced_subsample,gini,30.0,0.7,0.6382754661846893,2,24,700,-1,73
9,5,2228,1818,556,17,0.5593525179856115,0.4146341463414634,0.3133640552995391,0.3569553805774278,0.5446780333308457,0.5683835623887009,True,balanced_subsample,gini,30.0,0.7,0.6382754661846893,2,24,700,-1,73
10,1,2227,1826,557,24,0.6624775583482945,0.5852272727272727,0.4724770642201835,0.5228426395939086,0.654332188087622,0.6901572352575032,True,balanced,entropy,50.0,log2,0.7872160047852397,7,15,1000,-1,73
10,2,2227,1826,557,3,0.5691202872531418,0.4479638009049774,0.456221198156682,0.4520547945205479,0.5698129824764117,0.5697682298725941,True,balanced,entropy,50.0,log2,0.7872160047852397,7,15,1000,-1,73
10,3,2227,1802,557,15,0.5888689407540395,0.4684210526315789,0.4101382488479262,0.4373464373464373,0.5830823670736927,0.5895500135538086,True,balanced,entropy,50.0,log2,0.7872160047852397,7,15,1000,-1,73
10,4,2227,1828,557,8,0.5529622980251346,0.4230769230769231,0.4055299539170507,0.4141176470588235,0.5511486523666488,0.5355380862022228,True,balanced,entropy,50.0,log2,0.7872160047852397,7,15,1000,-1,73
10,5,2228,1818,556,17,0.5809352517985612,0.4466666666666666,0.3087557603686636,0.3651226158038147,0.5615265986285639,0.5692671587618776,True,balanced,entropy,50.0,log2,0.7872160047852397,7,15,1000,-1,73
11,1,2227,1826,557,24,0.6678635547576302,0.5739910313901345,0.5871559633027523,0.5804988662131519,0.668512623766133,0.6830126383589079,True,balanced,entropy,15.0,0.5,0.7716692229819576,20,12,1000,-1,73
11,2,2227,1826,557,3,0.5942549371633752,0.4794520547945205,0.4838709677419355,0.481651376146789,0.5945871010601793,0.5940702087286528,True,balanced,entropy,15.0,0.5,0.7716692229819576,20,12,1000,-1,73
11,3,2227,1802,557,15,0.5691202872531418,0.4506437768240343,0.4838709677419355,0.4666666666666667,0.5715890491949845,0.5893195988072648,True,balanced,entropy,15.0,0.5,0.7716692229819576,20,12,1000,-1,73
11,4,2227,1828,557,8,0.5278276481149012,0.4115384615384615,0.4930875576036866,0.4486373165618448,0.5331733062888124,0.5434941718622932,True,balanced,entropy,15.0,0.5,0.7716692229819576,20,12,1000,-1,73
11,5,2228,1818,556,17,0.5665467625899281,0.4433962264150943,0.4331797235023041,0.4382284382284382,0.5656073897907955,0.5687234071476149,True,balanced,entropy,15.0,0.5,0.7716692229819576,20,12,1000,-1,73
12,1,2227,1826,557,24,0.6588868940754039,0.5630630630630631,0.573394495412844,0.5681818181818182,0.6594252031311523,0.6815647749722605,True,balanced,entropy,10.0,0.5,0.7600576773182118,20,14,1000,-1,73
12,2,2227,1826,557,3,0.5888689407540395,0.4727272727272727,0.4792626728110599,0.4759725400457666,0.5893692202254203,0.5946530224993223,True,balanced,entropy,10.0,0.5,0.7600576773182118,20,14,1000,-1,73
12,3,2227,1802,557,15,0.5745062836624776,0.4561403508771929,0.4792626728110599,0.4674157303370786,0.5762671148830746,0.5929113580916239,True,balanced,entropy,10.0,0.5,0.7600576773182118,20,14,1000,-1,73
12,4,2227,1828,557,8,0.533213644524237,0.4176245210727969,0.5023041474654378,0.4560669456066946,0.538550837531111,0.5412984548658173,True,balanced,entropy,10.0,0.5,0.7600576773182118,20,14,1000,-1,73
12,5,2228,1818,556,17,0.5593525179856115,0.4313725490196078,0.4055299539170507,0.4180522565320665,0.5566941917932872,0.5676494977094463,True,balanced,entropy,10.0,0.5,0.7600576773182118,20,14,1000,-1,73
13,1,2227,1826,557,24,0.6588868940754039,0.5630630630630631,0.573394495412844,0.5681818181818182,0.6594252031311523,0.6815647749722605,True,balanced,entropy,10.0,0.5,0.7598738422557224,20,14,1000,-1,73
13,2,2227,1826,557,3,0.5888689407540395,0.4727272727272727,0.4792626728110599,0.4759725400457666,0.5893692202254203,0.5946530224993223,True,balanced,entropy,10.0,0.5,0.7598738422557224,20,14,1000,-1,73
13,3,2227,1802,557,15,0.578096947935368,0.4612068965517241,0.4930875576036866,0.4766146993318486,0.5803860212121391,0.5934264028191922,True,balanced,entropy,10.0,0.5,0.7598738422557224,20,14,1000,-1,73
13,4,2227,1828,557,8,0.533213644524237,0.4176245210727969,0.5023041474654378,0.4560669456066946,0.538550837531111,0.5412984548658173,True,balanced,entropy,10.0,0.5,0.7598738422557224,20,14,1000,-1,73
13,5,2228,1818,556,17,0.5539568345323741,0.4251207729468599,0.4055299539170507,0.4150943396226415,0.551938484315663,0.5661405869798676,True,balanced,entropy,10.0,0.5,0.7598738422557224,20,14,1000,-1,73
14,1,2227,1826,557,24,0.6642728904847397,0.5695067264573991,0.5825688073394495,0.5759637188208617,0.6649289764554965,0.6799139400828125,True,balanced,entropy,10.0,0.5,0.8476016151973713,20,18,900,-1,73
14,2,2227,1826,557,3,0.5960502692998204,0.481651376146789,0.4838709677419355,0.4827586206896552,0.5962171200341505,0.5934331797235024,True,balanced,entropy,10.0,0.5,0.8476016151973713,20,18,900,-1,73
14,3,2227,1802,557,15,0.5673249551166966,0.4482758620689655,0.4792626728110599,0.4632516703786191,0.5696724728175555,0.5965031173759826,True,balanced,entropy,10.0,0.5,0.8476016151973713,20,18,900,-1,73
14,4,2227,1828,557,8,0.5224416517055656,0.4054054054054054,0.4838709677419355,0.4411764705882353,0.5277913971709698,0.5423285443209541,True,balanced,entropy,10.0,0.5,0.8476016151973713,20,18,900,-1,73
14,5,2228,1818,556,17,0.564748201438849,0.4407582938388625,0.4285714285714285,0.4345794392523364,0.5636063701915988,0.5672824653698191,True,balanced,entropy,10.0,0.5,0.8476016151973713,20,18,900,-1,73
15,1,2227,1826,557,24,0.6570915619389587,0.5622119815668203,0.5596330275229358,0.5609195402298851,0.656949924204483,0.6791426483721685,True,balanced,entropy,10.0,,0.8572327643435134,17,10,900,-1,73
15,2,2227,1826,557,3,0.5978456014362658,0.4830917874396135,0.4608294930875576,0.4716981132075472,0.5960173769691829,0.5863038763892654,True,balanced,entropy,10.0,,0.8572327643435134,17,10,900,-1,73
15,3,2227,1802,557,15,0.585278276481149,0.4672897196261682,0.4608294930875576,0.4640371229698375,0.5847457384715824,0.5966115478449444,True,balanced,entropy,10.0,,0.8572327643435134,17,10,900,-1,73
15,4,2227,1828,557,8,0.5350089766606823,0.4173228346456692,0.488479262672811,0.4501061571125265,0.539894519931727,0.5413933315261589,True,balanced,entropy,10.0,,0.8572327643435134,17,10,900,-1,73
15,5,2228,1818,556,17,0.5737410071942446,0.4523809523809524,0.4377880184331797,0.4449648711943794,0.5724250466803774,0.5644413631852969,True,balanced,entropy,10.0,,0.8572327643435134,17,10,900,-1,73
16,1,2227,1826,557,24,0.6714542190305206,0.5829383886255924,0.5642201834862385,0.5734265734265734,0.6704524766666847,0.6890205948418174,True,balanced,entropy,,0.3,0.8421173454507659,15,20,900,-1,73
