cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5883581106389574,0.0424537843520421,0.475379285800025,0.0511061205928831,0.4962372637720373,0.0472075166367163,0.4849617485390393,0.0465885636192809,0.5896408642220304,0.041333157026567,0.5953884797901383,0.0456279725217232
