cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5908683466153468,0.042557184283073465,0.47752195152910665,0.056019148576538384,0.4759903606307868,0.04959720850520407,0.47598163098034363,0.04961811250088674,0.590548153828287,0.041491818112292876,0.5954305856937763,0.04731209761885216
