cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5782971468426695,0.03814282225573235,0.4652564618888489,0.04182484330873208,0.5358263222424217,0.048315690419739224,0.4978205351848417,0.04371808407633465,0.5822605651427376,0.03761622926700577,0.5990537329520352,0.04811086321659551
