cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5800995828113094,0.03375947536020997,0.4547363293219589,0.05232782886943649,0.38298735889739144,0.04944232273530079,0.41532411151114285,0.04938386397068889,0.5719756449653756,0.03427194268098209,0.5543921381116775,0.05500612219292202
