cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5779367888095269,0.043473412813540335,0.4475619887251014,0.06929928809625668,0.3571639961104299,0.06504696302126858,0.3968676907807661,0.0667294933192998,0.5666111510492423,0.045140841631164455,0.5595333211788854,0.05642993827678183
