cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5966140552548984,0.0385200438304684,0.4701074021438308,0.070967870363881,0.3111064135627616,0.0763373356626853,0.3728992131904392,0.0758967755616352,0.5737460019483183,0.043596755782668,0.5725781794619337,0.0573587130305776
