cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5800995828113094,0.0337594753602099,0.4547363293219589,0.0523278288694364,0.3829873588973914,0.0494423227353007,0.4153241115111428,0.0493838639706888,0.5719756449653756,0.034271942680982,0.5543921381116775,0.055006122192922
