trial_number,fold,train_row_count,filtered_train_row_count,validation_row_count,selected_feature_count,accuracy,precision,recall,f1,f1_weighted,roc_auc,param_colsample_bytree,param_eval_metric,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_n_jobs,param_objective,param_random_state,param_reg_alpha,param_reg_lambda,param_subsample,param_tree_method,param_verbosity
11,1,2227,1826,557,24,0.6427289048473968,0.5497382198952879,0.481651376146789,0.5134474327628362,0.63777769953352,0.6527563530080378,0.8799461688611904,logloss,1.72264354799537,0.2427731844527083,7,10,600,-1,binary:logistic,73,0.8182485233120627,8.889712341196999,0.6006472787393548,hist,0
11,2,2227,1826,557,3,0.59245960502693,0.4583333333333333,0.2534562211981567,0.3264094955489614,0.5592461421963469,0.5743765248034698,0.8799461688611904,logloss,1.72264354799537,0.2427731844527083,7,10,600,-1,binary:logistic,73,0.8182485233120627,8.889712341196999,0.6006472787393548,hist,0
11,3,2227,1802,557,15,0.5583482944344704,0.4207650273224044,0.3548387096774194,0.385,0.5500936137471146,0.5368528056383843,0.8799461688611904,logloss,1.72264354799537,0.2427731844527083,7,10,600,-1,binary:logistic,73,0.8182485233120627,8.889712341196999,0.6006472787393548,hist,0
11,4,2227,1828,557,8,0.5547576301615799,0.406060606060606,0.3087557603686636,0.3507853403141361,0.5402677953636741,0.4962184873949579,0.8799461688611904,logloss,1.72264354799537,0.2427731844527083,7,10,600,-1,binary:logistic,73,0.8182485233120627,8.889712341196999,0.6006472787393548,hist,0
11,5,2228,1818,556,17,0.5683453237410072,0.4248366013071895,0.2995391705069124,0.3513513513513513,0.5496288625106326,0.5203702948493129,0.8799461688611904,logloss,1.72264354799537,0.2427731844527083,7,10,600,-1,binary:logistic,73,0.8182485233120627,8.889712341196999,0.6006472787393548,hist,0
12,1,2227,1826,557,24,0.6337522441651705,0.5380434782608695,0.4541284403669725,0.4925373134328358,0.6270088345515478,0.6589537495602285,0.867492175668823,logloss,1.6816961735461566,0.1243808490553333,7,10,600,-1,binary:logistic,73,0.2294181741683001,0.6147615546126064,0.6826800205336332,hist,0
12,2,2227,1826,557,3,0.5888689407540395,0.4538461538461538,0.271889400921659,0.3400576368876081,0.560646537316778,0.5763689346706424,0.867492175668823,logloss,1.6816961735461566,0.1243808490553333,7,10,600,-1,binary:logistic,73,0.2294181741683001,0.6147615546126064,0.6826800205336332,hist,0
12,3,2227,1802,557,15,0.5619389587073609,0.425414364640884,0.3548387096774194,0.3869346733668342,0.5531398605617477,0.5570615342911358,0.867492175668823,logloss,1.6816961735461566,0.1243808490553333,7,10,600,-1,binary:logistic,73,0.2294181741683001,0.6147615546126064,0.6826800205336332,hist,0
12,4,2227,1828,557,8,0.5637342908438061,0.4244186046511627,0.336405529953917,0.3753213367609254,0.5520396936938341,0.5139333152615886,0.867492175668823,logloss,1.6816961735461566,0.1243808490553333,7,10,600,-1,binary:logistic,73,0.2294181741683001,0.6147615546126064,0.6826800205336332,hist,0
12,5,2228,1818,556,17,0.552158273381295,0.4012345679012346,0.2995391705069124,0.3430079155672823,0.5364648631769693,0.5242309313105773,0.867492175668823,logloss,1.6816961735461566,0.1243808490553333,7,10,600,-1,binary:logistic,73,0.2294181741683001,0.6147615546126064,0.6826800205336332,hist,0
13,1,2227,1826,557,24,0.63016157989228,0.5306122448979592,0.4770642201834862,0.5024154589371981,0.6261467018051203,0.6532434846147601,0.7433002825364808,logloss,0.2046414774686742,0.1153929669872856,8,7,500,-1,binary:logistic,73,0.4663520787776994,0.5865886146889308,0.6874381389855947,hist,0
13,2,2227,1826,557,3,0.5565529622980251,0.421875,0.3732718894009216,0.3960880195599022,0.5508627161016378,0.5550149091894823,0.7433002825364808,logloss,0.2046414774686742,0.1153929669872856,8,7,500,-1,binary:logistic,73,0.4663520787776994,0.5865886146889308,0.6874381389855947,hist,0
13,3,2227,1802,557,15,0.5691202872531418,0.4416243654822335,0.4009216589861751,0.4202898550724637,0.5648679891908368,0.550121984277582,0.7433002825364808,logloss,0.2046414774686742,0.1153929669872856,8,7,500,-1,binary:logistic,73,0.4663520787776994,0.5865886146889308,0.6874381389855947,hist,0
13,4,2227,1828,557,8,0.533213644524237,0.3680981595092024,0.2764976958525346,0.3157894736842105,0.5172178608384584,0.485551640010843,0.7433002825364808,logloss,0.2046414774686742,0.1153929669872856,8,7,500,-1,binary:logistic,73,0.4663520787776994,0.5865886146889308,0.6874381389855947,hist,0
13,5,2228,1818,556,17,0.5737410071942446,0.4375,0.3225806451612903,0.3713527851458886,0.5580455940558007,0.5335698652855376,0.7433002825364808,logloss,0.2046414774686742,0.1153929669872856,8,7,500,-1,binary:logistic,73,0.4663520787776994,0.5865886146889308,0.6874381389855947,hist,0
14,1,2227,1826,557,24,0.6427289048473968,0.5519125683060109,0.463302752293578,0.5037406483790524,0.6359061994106618,0.6554491082785311,0.6998465161822723,logloss,0.0546248705468432,0.0945562308426612,8,7,500,-1,binary:logistic,73,1.788313908042479e-07,0.2554156720109515,0.6806990330851235,hist,0
14,2,2227,1826,557,3,0.5637342908438061,0.4362745098039216,0.4101382488479262,0.4228028503562945,0.5610905553079653,0.5597316345893196,0.6998465161822723,logloss,0.0546248705468432,0.0945562308426612,8,7,500,-1,binary:logistic,73,1.788313908042479e-07,0.2554156720109515,0.6806990330851235,hist,0
14,3,2227,1802,557,15,0.5763016157989228,0.4512820512820513,0.4055299539170507,0.4271844660194174,0.5716284287687958,0.5510707508809976,0.6998465161822723,logloss,0.0546248705468432,0.0945562308426612,8,7,500,-1,binary:logistic,73,1.788313908042479e-07,0.2554156720109515,0.6806990330851235,hist,0
14,4,2227,1828,557,8,0.5439856373429084,0.3836477987421384,0.2811059907834101,0.324468085106383,0.5267335803920704,0.5039577121171049,0.6998465161822723,logloss,0.0546248705468432,0.0945562308426612,8,7,500,-1,binary:logistic,73,1.788313908042479e-07,0.2554156720109515,0.6806990330851235,hist,0
14,5,2228,1818,556,17,0.5737410071942446,0.435064935064935,0.3087557603686636,0.3611859838274933,0.5556695274748042,0.5327270502834305,0.6998465161822723,logloss,0.0546248705468432,0.0945562308426612,8,7,500,-1,binary:logistic,73,1.788313908042479e-07,0.2554156720109515,0.6806990330851235,hist,0
15,1,2227,1826,557,24,0.6660682226211849,0.5941176470588235,0.463302752293578,0.520618556701031,0.6564517157834888,0.6658412492219427,0.6718463666290666,logloss,0.7906441705994963,0.0280814601660477,6,7,500,-1,binary:logistic,73,7.821316028674164e-08,0.2400924738089525,0.6563740089733123,hist,0
15,2,2227,1826,557,3,0.6014362657091562,0.4825174825174825,0.3179723502304147,0.3833333333333333,0.5800309381285053,0.5770330712930333,0.6718463666290666,logloss,0.7906441705994963,0.0280814601660477,6,7,500,-1,binary:logistic,73,7.821316028674164e-08,0.2400924738089525,0.6563740089733123,hist,0
15,3,2227,1802,557,15,0.578096947935368,0.4451219512195122,0.336405529953917,0.3832020997375328,0.5640049602757702,0.5651531580374085,0.6718463666290666,logloss,0.7906441705994963,0.0280814601660477,6,7,500,-1,binary:logistic,73,7.821316028674164e-08,0.2400924738089525,0.6563740089733123,hist,0
15,4,2227,1828,557,8,0.5547576301615799,0.3973509933774834,0.2764976958525346,0.3260869565217391,0.5345267126545699,0.5035510978584983,0.6718463666290666,logloss,0.7906441705994963,0.0280814601660477,6,7,500,-1,binary:logistic,73,7.821316028674164e-08,0.2400924738089525,0.6563740089733123,hist,0
15,5,2228,1818,556,17,0.5737410071942446,0.427536231884058,0.271889400921659,0.3323943661971831,0.5485542375261233,0.5454916194282452,0.6718463666290666,logloss,0.7906441705994963,0.0280814601660477,6,7,500,-1,binary:logistic,73,7.821316028674164e-08,0.2400924738089525,0.6563740089733123,hist,0
