trial_number,fold,train_row_count,filtered_train_row_count,validation_row_count,selected_feature_count,accuracy,precision,recall,f1,f1_weighted,roc_auc,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_jobs,param_random_state
2,1,2227,1826,557,24,0.6229802513464991,0.75,0.055045871559633,0.1025641025641025,0.5035210899214491,0.6799004086492922,False,,entropy,30.0,log2,,20,2,700,-1,73
2,2,2227,1826,557,3,0.6104129263913824,0.0,0.0,0.0,0.4627433555698328,0.5894415830848468,False,,entropy,30.0,log2,,20,2,700,-1,73
2,3,2227,1802,557,15,0.6086175942549371,0.4838709677419355,0.0691244239631336,0.1209677419354838,0.5038798661586111,0.585605855245324,False,,entropy,30.0,log2,,20,2,700,-1,73
2,4,2227,1828,557,8,0.6068222621184919,0.375,0.0138248847926267,0.0266666666666666,0.4704302267423035,0.5336541068040119,False,,entropy,30.0,log2,,20,2,700,-1,73
2,5,2228,1818,556,17,0.6151079136690647,0.8,0.0184331797235023,0.036036036036036,0.4771716911317591,0.5667387137555565,False,,entropy,30.0,log2,,20,2,700,-1,73
3,1,2227,1826,557,24,0.6535008976660682,0.5598086124401914,0.536697247706422,0.5480093676814989,0.6521189125571001,0.6910232470027875,True,balanced,entropy,50.0,,0.829102402672984,8,22,800,-1,73
3,2,2227,1826,557,3,0.5942549371633752,0.48,0.4976958525345622,0.4886877828054298,0.5955116890009697,0.5997085931146652,True,balanced,entropy,50.0,,0.829102402672984,8,22,800,-1,73
3,3,2227,1802,557,15,0.5763016157989228,0.4570135746606334,0.4654377880184331,0.4611872146118721,0.5769827661018048,0.6001084304689618,True,balanced,entropy,50.0,,0.829102402672984,8,22,800,-1,73
3,4,2227,1828,557,8,0.5314183123877917,0.4133858267716535,0.4838709677419355,0.445859872611465,0.5363415818617017,0.5428435890485226,True,balanced,entropy,50.0,,0.829102402672984,8,22,800,-1,73
3,5,2228,1818,556,17,0.5539568345323741,0.4304932735426009,0.4423963133640553,0.4363636363636363,0.5550067738017379,0.5651754278645515,True,balanced,entropy,50.0,,0.829102402672984,8,22,800,-1,73
