cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5782971468426695,0.0381428222557323,0.4652564618888489,0.041824843308732,0.5358263222424217,0.0483156904197392,0.4978205351848417,0.0437180840763346,0.5822605651427376,0.0376162292670057,0.5990537329520352,0.0481108632165955
