cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5779367888095269,0.0434734128135403,0.4475619887251014,0.0692992880962566,0.3571639961104299,0.0650469630212685,0.3968676907807661,0.0667294933192998,0.5666111510492423,0.0451408416311644,0.5595333211788854,0.0564299382767818
