trial_number,objective_value,is_best,param_colsample_bytree,param_eval_metric,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_n_jobs,param_objective,param_random_state,param_reg_alpha,param_reg_lambda,param_subsample,param_tree_method,param_verbosity,cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0,0.3728992131904392,True,0.7971955934444767,logloss,1.219900096437906,0.0570342047169544,5,3,400,-1,binary:logistic,73,0.0003773602994151,3.509597624572087,0.8441028908451985,hist,0,0.5966140552548984,0.0385200438304684,0.4701074021438308,0.070967870363881,0.3111064135627616,0.0763373356626853,0.3728992131904392,0.0758967755616352,0.5737460019483183,0.043596755782668,0.5725781794619337,0.0573587130305776
