cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5908683466153468,0.0425571842830734,0.4775219515291066,0.0560191485765383,0.4759903606307868,0.049597208505204,0.4759816309803436,0.0496181125008867,0.590548153828287,0.0414918181122928,0.5954305856937763,0.0473120976188521
