cv_mean_accuracy,cv_std_accuracy,cv_mean_precision,cv_std_precision,cv_mean_recall,cv_std_recall,cv_mean_f1,cv_std_f1,cv_mean_f1_weighted,cv_std_f1_weighted,cv_mean_roc_auc,cv_std_roc_auc
0.5711190473115224,0.0438359487147115,0.4584215686637581,0.0457104590421667,0.523865894389718,0.0422886301104973,0.4884852560674566,0.0425642283743238,0.5748718991479176,0.0429224786259355,0.5764124951391929,0.0557515454886279
